record_id,event_type,timestamp_start,timestamp_end,collector_receive_time,ingest_source,schema_version,subscriber_id,account_number,customer_type,enterprise_tenant_id,pii_masked,aaa_session_id,aaa_start_time,aaa_end_time,access_type,bng_id,nas_ip,nas_port,vlan_id,pppoe_session_id,dhcp_lease_id,src_ip,src_port,src_ipv6,src_mac,device_os,device_type,user_agent,dst_ip,dst_port,dst_ipv6,domain,server_asn,server_country,server_city,nat_session_id,nat_public_ip,nat_public_port,nat_pool_id,cgnat_box_id,l3_proto,l4_proto,app_proto,tls_cipher,qos_class,policy_id,policy_action,bytes_up,bytes_down,pkts_up,pkts_down,duration_sec,tcp_syn,tcp_fin,tcp_rst,tcp_retrans,latency_ms,jitter_ms,loss_pct,dns_query,dns_response_ip,dns_rcode,imsi,imei,msisdn,apn,cell_id,pop_id,access_country,access_city,access_longitude,access_latitude,threat_indicator,threat_feed,threat_severity,threat_confidence,service_plan,quota_consumed_mb,billing_rated,warrant_case_id,access_purpose,confidence,deduped,checksum,processing_node
4d7d75b8-0e84-4d9c-b741-3e9b47b2f999,session_end,2025-08-21T15:52:00.527657+00:00,2025-08-21T16:44:41.527657+00:00,2025-08-21T16:44:44.527657+00:00,dpi-hyd-02,1.0,sub_84c765cc,ACCT-807343,Enterprise,,True,r-686b2e,2025-08-21T14:52:00.527657+00:00,2025-08-21T16:44:41.527657+00:00,DOCSIS,bng-blr-01,188.212.80.159,63130,3689.0,pppoe-72b566,,10.209.38.25,6109,,9f:8c:2e:22:da:75,Linux,Mobile,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0 Safari/537.36",41.192.132.59,693,7c86:e725:8232:7e52:e99f:f431:90bb:1bf4,img.acme.org,48343,GB,Noida,nat-469ce8,185.204.167.147,10760,pool-12,cgn-10,IPv6,TCP,FTP,TLS1.3-CHACHA20,AF21,pol-0136,alert_only,38772600,49907522,75223,122187,3161,36,5,4,7,21.55,2.18,2.196,,51.218.129.168,REFUSED,,,,,,pop-BLR,IN,Hyderabad,90.13224759064295,11.8012906604483,,,0,0.0,Enterprise-1G,143005,True,,,0.99,False,75124b913dd24c12946af7e665d30b5c,proc-blr-01
6a9fb6d3-0ed9-475c-b01c-23e7b7359534,dns_query,2025-08-21T03:16:48.527657+00:00,2025-08-21T04:00:42.527657+00:00,2025-08-21T04:00:44.527657+00:00,dpi-mumbai-01,1.0,sub_d0026dba,ACCT-999166,Retail,ENT-ACME,True,r-62d392,2025-08-21T02:49:48.527657+00:00,2025-08-21T04:01:42.527657+00:00,DOCSIS,bng-mumbai-04,140.175.10.127,22757,,pppoe-34bd0d,dhcp-59d87d,10.90.170.80,55952,4f:6ae2:b153:5c30:4cb6:9dc1:3bcd:fe91,bd:6d:67:47:2c:70,Windows,Mobile,okhttp/4.9.3 Android,83.197.221.43,57657,1e36:fa27:3929:d79a:b67e:625e:c67e:9c,auth.stark.info,30503,SE,Bengaluru,nat-0b8cf8,213.21.174.212,54405,pool-17,cgn-07,IPv4,UDP,NTP,None,AF21,pol-0273,quarantine,45786556,105885542,2303,284069,2634,29,42,9,130,43.93,5.12,1.708,,245.132.92.218,,,988315358176649,,,,pop-HYD,IN,Gurugram,94.28537859660746,15.808084690528323,,,0,0.0,Pro-500Mbps,184757,False,,,0.92,False,41b2e62b5c1e4bc398b77fe81d707833,proc-mumbai-02
db2bacf2-b3e4-4626-a1e0-a2dab814caa8,dns_response,2025-08-21T13:22:00.527657+00:00,2025-08-21T13:23:07.527657+00:00,2025-08-21T13:23:08.527657+00:00,dpi-delhi-02,1.0,sub_1f420c8c,ACCT-734815,Government,GOV-DELHI,True,r-94e119,2025-08-21T12:37:00.527657+00:00,2025-08-21T13:25:07.527657+00:00,DSL,bng-pune-02,45.158.207.242,28918,3965.0,,dhcp-419d35,172.24.156.17,13383,,15:b8:2d:c0:d2:b5,iOS,Server,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0,68.131.197.208,47892,,login.initech.edu,29694,AU,Lucknow,nat-980f2f,138.225.187.68,44903,pool-17,cgn-03,IPv4,SCTP,MQTT,TLS1.2-AES128-GCM,EF,pol-0224,quarantine,4631118,159728707,128591,353068,67,33,4,0,191,24.14,6.53,0.0,,164.227.64.144,,,,,,,pop-PUN,IN,Bengaluru,73.42715820968084,20.60958895892108,,,3,0.0,Pro-500Mbps,90025,False,,,0.94,True,4ac723d452124ef58512fdc33a0b18f5,proc-delhi-01
9ba5b449-05d3-4f2c-9986-aac76e166efa,nat_alloc,2025-08-21T05:29:24.527657+00:00,2025-08-21T06:18:49.527657+00:00,2025-08-21T06:18:51.527657+00:00,dpi-hyd-01,1.0,sub_3e3c7402,ACCT-705742,Government,GOV-DELHI,True,r-8e715b,2025-08-21T05:07:24.527657+00:00,2025-08-21T06:22:49.527657+00:00,DOCSIS,bng-blr-04,195.133.142.225,37657,102.0,pppoe-6f1f1f,,10.187.27.197,56336,,89:34:66:6a:ac:8e,macOS,Tablet,okhttp/4.9.3 Android,102.9.144.175,1467,,img.stark.net,36427,IN,Pune,nat-af2039,70.181.127.113,1545,pool-01,cgn-03,IPv4,ICMP,QUIC,TLS1.2-AES128-GCM,AF41,pol-0146,rate_limit,24073717,129993622,154870,225436,2965,31,12,8,6,42.25,4.98,0.0,api.stark.com,,,,,,,,pop-BLR,IN,Kolkata,70.80742355625758,29.092418525417774,,,7,0.0,Basic-50Mbps,197974,False,,ops_monitoring,0.93,True,40b1353db0c94b409c43895086bf0dbf,proc-mumbai-02
cd4bf028-7d49-4d80-af02-5d0336726067,flow,2025-08-21T11:34:00.527657+00:00,2025-08-21T11:42:54.527657+00:00,2025-08-21T11:42:57.527657+00:00,dpi-delhi-01,1.0,sub_8d47b512,ACCT-367030,Enterprise,GOV-DELHI,True,r-05bd6d,2025-08-21T11:28:00.527657+00:00,2025-08-21T11:44:54.527657+00:00,DSL,bng-hyd-04,66.222.169.232,56002,,,,172.23.54.108,42984,,fa:7a:68:60:77:47,iOS,Mobile,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0 Safari/537.36",80.78.7.199,30149,a70c:5811:45e5:b866:a43f:7698:517d:b8bd,www.globex.gov,6388,CA,Chandigarh,nat-692bbb,13.147.226.195,47156,pool-08,cgn-06,DualStack,ESP,TLS,TLS1.3-AES256-GCM,BestEffort,pol-0074,rate_limit,16542237,136814457,66516,346556,534,28,3,10,13,35.73,7.32,1.068,,,NOERROR,,,918416527525,,cell-7431,pop-MUM,IN,Lucknow,78.75125104996133,9.862148004817005,,,0,0.0,Enterprise-1G,35782,False,,,0.98,True,cd4c3489da824fe2b9ad64223bd11dc9,proc-mumbai-02
47a496bd-193c-4a89-a89b-57586244ad78,threat_hit,2025-08-21T15:03:40.527657+00:00,2025-08-21T15:20:06.527657+00:00,2025-08-21T15:20:08.527657+00:00,dpi-hyd-02,1.0,sub_7d0595ad,ACCT-201187,Retail,ENT-ACME,True,r-a5b3ff,2025-08-21T14:46:40.527657+00:00,2025-08-21T15:29:06.527657+00:00,FTTH,bng-mumbai-01,244.159.216.185,18629,,,dhcp-6fbe0d,192.168.211.153,21556,,e2:e1:c6:3a:19:5b,Router,Router,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0,128.70.33.156,26085,,contoso.com,11749,GB,Pune,nat-c4b9f6,129.197.40.78,22809,pool-05,cgn-04,IPv4,ESP,KERBEROS,TLS1.2-AES128-GCM,BestEffort,pol-0266,mirror,28599968,126357694,157477,299394,986,17,23,6,109,43.77,5.25,0.0,img.globex.com,85.122.117.15,REFUSED,,,,vpn,cell-3523,pop-BLR,IN,Jaipur,75.72087957177537,23.547481229001793,malicious_ip,,0,0.0,Enterprise-1G,148974,True,CASE-2454,,0.92,True,5b9dfe79a44c4e81b4e879d343172cde,proc-mumbai-02
d9962dc0-1fdf-48a1-aa98-660aab74e6ba,heartbeat,2025-08-21T10:04:00.527657+00:00,2025-08-21T10:40:48.527657+00:00,2025-08-21T10:40:51.527657+00:00,dpi-mumbai-03,1.0,sub_2f83a78c,ACCT-542544,Retail,ENT-GLOBEX,True,r-8c6753,2025-08-21T09:23:00.527657+00:00,2025-08-21T10:47:48.527657+00:00,DOCSIS,bng-mumbai-04,25.169.41.227,40717,,pppoe-7a7f0b,,10.117.107.40,35160,1786:9165:2458:4397:d43d:ff62:77e:a8c2,aa:a7:d2:dd:ac:22,Windows,Router,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0,99.182.221.58,35944,2902:5720:a454:cd55:1a70:dbcb:9799:f287,soylent.com,45102,GB,Mumbai,nat-03061a,176.162.54.20,19329,pool-01,cgn-08,IPv4,ESP,RTP,TLS1.3-CHACHA20,BestEffort,pol-0431,quarantine,766666,12817787,199364,310555,2208,15,1,8,162,68.76,6.0,0.492,,,,,,,,,pop-PUN,IN,Chennai,73.3438361731284,31.18657217025614,,,0,0.0,Basic-50Mbps,92447,False,CASE-8340,investigation,0.94,True,63ad66d10f8341ee9521f284e0ed8c9e,proc-delhi-01
831b93de-f552-4574-9df7-3d5c6285e803,heartbeat,2025-08-20T19:47:37.527657+00:00,2025-08-20T20:34:18.527657+00:00,2025-08-20T20:34:21.527657+00:00,dpi-hyd-02,1.0,sub_ac629a36,ACCT-410329,Government,ENT-ACME,True,r-49ce45,2025-08-20T19:24:37.527657+00:00,2025-08-20T20:35:18.527657+00:00,FTTH,bng-pune-02,20.164.248.243,10445,924.0,,,10.130.26.35,49719,8c4a:c5f4:663e:e7c3:6eac:a551:612d:2e56,50:b4:8f:df:4e:87,Router,Tablet,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0,164.61.246.134,51973,1262:6740:6030:d054:9f65:50dc:d1df:38cb,cdn.stark.gov,42933,DE,Gurugram,nat-a7bab8,3.219.93.247,33003,pool-02,cgn-06,IPv4,QUIC,SNMP,None,AF31,pol-0051,rate_limit,45058424,194678081,100852,471295,2801,47,12,2,28,37.21,0.45,2.854,hooli.info,,,,,911552004820,vpn,,pop-PUN,IN,Bengaluru,95.23621880203555,32.447726938406,phishing,,0,0.0,Basic-50Mbps,9982,False,,,0.95,True,4ae87abd73944e2d807348130ccead6e,proc-delhi-01
0e292639-fa84-4a17-a3ab-5bc33ff25cae,nat_release,2025-08-20T19:35:08.527657+00:00,2025-08-20T20:15:27.527657+00:00,2025-08-20T20:15:30.527657+00:00,dpi-delhi-01,1.0,sub_c9e58c07,ACCT-960881,Government,ENT-ACME,True,r-094a3d,2025-08-20T19:11:08.527657+00:00,2025-08-20T20:24:27.527657+00:00,3G,bng-mumbai-01,34.44.227.239,21418,,,dhcp-e937a3,172.20.20.145,25301,,81:ce:bd:c5:c0:19,macOS,Tablet,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0,144.132.116.23,26788,,contoso.com,36199,GB,Hyderabad,nat-aa5fe7,30.211.155.129,47137,pool-17,cgn-08,IPv6,UDP,DNS,TLS1.2-AES128-GCM,AF41,pol-0220,quarantine,30060672,52513796,146244,349578,2419,15,47,7,52,58.38,5.33,0.823,cdn.example.com,,SERVFAIL,,,,,,pop-MUM,IN,Nagpur,73.3489236309508,30.02533949314337,,,9,0.0,Plus-200Mbps,89755,True,,,0.96,True,7469ed72e5244b2cb3a317d42aebb23b,proc-blr-01
244c2767-b9bd-408d-855d-146fee959b91,dns_response,2025-08-21T12:46:02.527657+00:00,2025-08-21T13:00:40.527657+00:00,2025-08-21T13:00:40.527657+00:00,dpi-hyd-02,1.0,sub_02793340,ACCT-267763,Enterprise,,True,r-ee0eee,2025-08-21T12:26:02.527657+00:00,2025-08-21T13:10:40.527657+00:00,5G,bng-delhi-02,41.27.60.121,34218,,,,172.20.24.27,61215,2034:fade:1663:ad41:c4ec:702c:3b5d:fa0,7d:59:12:ce:68:a1,Windows,PC,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0 Safari/537.36",89.158.79.224,43449,c437:4ed9:8c59:c781:a7ae:c109:37b4:831a,img.acme.in,57538,CA,Nagpur,nat-d727a1,222.116.198.170,47241,pool-20,cgn-07,IPv6,UDP,HTTPS,TLS1.3-AES256-GCM,AF31,pol-0262,allow,11214171,120311435,141687,33731,878,9,17,7,94,46.09,9.54,1.334,img.stark.ai,97.22.190.62,,,,,,cell-5723,pop-DEL,IN,Lucknow,78.96722953493381,20.173357038728298,,,0,0.0,Enterprise-1G,81557,False,,,0.93,True,82e621c9b4af4ecdb2ed7ce64deaff59,proc-blr-01
8446067d-3bee-4d18-857f-2950c476f067,threat_hit,2025-08-21T06:03:37.527657+00:00,2025-08-21T06:46:25.527657+00:00,2025-08-21T06:46:27.527657+00:00,dpi-blr-02,1.0,sub_096b03fc,ACCT-213333,Enterprise,ENT-GLOBEX,True,r-0b1b73,2025-08-21T05:14:37.527657+00:00,2025-08-21T06:55:25.527657+00:00,3G,bng-hyd-01,155.31.87.122,63584,3642.0,pppoe-44ef90,dhcp-fa0fba,172.16.60.92,36990,,b7:ef:a0:7e:70:fb,Windows,IoT,"Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",109.249.206.171,47672,a2cb:d441:cda0:700:5007:5c8c:dd77:f455,img.umbrella.in,46507,US,Pune,nat-73e97b,96.214.84.132,63930,pool-13,cgn-08,DualStack,ICMP,RTP,TLS1.3-AES256-GCM,AF21,pol-0198,quarantine,40136665,79530721,118339,41887,2568,13,36,2,148,32.3,9.81,1.26,fabrikam.info,1.26.225.178,,,,,,,pop-DEL,IN,Chandigarh,79.2380405310502,23.892834279715125,,,0,0.0,Basic-50Mbps,70784,False,,,0.95,False,09886fa445824b839db54a6b50037735,proc-blr-01
66b8c094-752a-4ae2-938e-f9cc352cb668,session_end,2025-08-21T00:04:26.527657+00:00,2025-08-21T00:47:38.527657+00:00,2025-08-21T00:47:38.527657+00:00,dpi-mumbai-03,1.0,sub_3038978c,ACCT-373508,Government,GOV-DELHI,True,r-da04e8,2025-08-20T23:57:26.527657+00:00,2025-08-21T00:53:38.527657+00:00,5G,bng-blr-03,161.90.91.171,19046,,pppoe-01e299,,172.27.41.124,64635,,96:bb:58:67:eb:d7,Linux,PC,okhttp/4.9.3 Android,198.46.136.9,52790,f898:56f8:cf8f:7f07:10fc:6054:e34d:57b9,mail.wayne.ai,5098,NL,Jaipur,nat-398036,48.210.30.75,19959,pool-08,cgn-06,DualStack,SCTP,POP3,TLS1.3-AES256-GCM,AF11,pol-0450,alert_only,38266357,121224707,52868,109500,2592,32,39,4,108,22.82,4.8,1.81,m.contoso.gov,,,,,,internet,,pop-MUM,IN,Thane,94.66443704285622,19.235536622008688,,,0,0.55,Enterprise-1G,55840,True,,,0.98,False,0c0b19f3cab14aaa98aa455fddde8d09,proc-blr-01
dea4fcde-d74c-479c-a709-441db3532a23,flow,2025-08-21T15:50:57.527657+00:00,2025-08-21T16:45:42.527657+00:00,2025-08-21T16:45:43.527657+00:00,dpi-mumbai-01,1.0,sub_4b942988,ACCT-346752,Government,GOV-DELHI,True,r-79cd62,2025-08-21T15:05:57.527657+00:00,2025-08-21T16:48:42.527657+00:00,5G,bng-hyd-02,211.92.176.126,4755,2252.0,,,10.217.128.159,29737,,a1:4c:c6:71:3f:89,macOS,Tablet,curl/8.0.1,246.91.93.65,58510,b531:929e:6528:5217:99c9:2082:cf1e:1508,mail.contoso.info,28015,SE,Chennai,nat-ebaab7,148.170.47.93,4011,pool-15,cgn-04,DualStack,UDP,SNMP,TLS1.2-AES128-GCM,EF,pol-0475,alert_only,463153,113535349,181079,381821,3285,3,4,9,139,40.58,5.33,0.0,cdn.soylent.edu,73.196.139.61,REFUSED,579027187062885,244731354915133,,,,pop-HYD,IN,Nagpur,72.29165631409988,28.66759460578248,,,0,0.0,Enterprise-1G,119248,False,,,0.97,False,0a1c013ce2ae4eb191d17cc2523880c9,proc-blr-01
efe7980d-79e3-450a-8055-5fae7150ee63,dns_response,2025-08-20T21:31:42.527657+00:00,2025-08-20T22:22:54.527657+00:00,2025-08-20T22:22:55.527657+00:00,dpi-hyd-02,1.0,sub_be050a5b,ACCT-200707,Retail,,True,r-4c81bd,2025-08-20T21:19:42.527657+00:00,2025-08-20T22:23:54.527657+00:00,FTTH,bng-hyd-02,30.241.170.12,52104,,,,192.168.38.52,20014,b43d:726e:b072:fee3:ad36:7cd5:b2b7:dd5b,9a:37:81:21:f2:02,Linux,Mobile,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0,59.134.215.119,12888,d34e:3092:37d8:add3:ce44:e1e9:1ed3:5e2e,www.initech.net,49310,SG,Jaipur,nat-386eee,186.161.17.2,12550,pool-06,cgn-07,IPv4,ICMP,MQTT,TLS1.3-CHACHA20,AF41,pol-0394,deny,8500689,159632069,165218,249256,3072,28,35,4,123,62.69,2.69,1.366,,153.122.214.249,NXDOMAIN,,,,,,pop-MUM,IN,Mumbai,96.64827587354947,11.38593806794606,c2_domain,,0,0.0,Enterprise-1G,106013,True,,,0.93,False,e9fad03bed7b441f8b57e00879a5713c,proc-blr-01
2f16b1f0-e673-450d-aaaf-d93dd83fb517,session_end,2025-08-21T14:07:55.527657+00:00,2025-08-21T14:17:21.527657+00:00,2025-08-21T14:17:22.527657+00:00,dpi-mumbai-03,1.0,sub_62624f77,ACCT-638580,Government,GOV-DELHI,True,r-978a33,2025-08-21T13:46:55.527657+00:00,2025-08-21T14:17:21.527657+00:00,DSL,bng-blr-03,31.224.209.207,10661,,,,192.168.6.117,51866,aad1:64fd:75b8:4b65:7509:6764:7f4f:9a1c,34:13:2a:80:94:be,macOS,Server,curl/8.0.1,241.106.44.86,64586,,www.globex.org,29791,FR,Mumbai,nat-0596d4,27.73.15.165,15954,pool-07,cgn-04,IPv4,GRE,TELNET,None,CS0,pol-0383,quarantine,6214545,182191729,148492,353220,566,13,17,8,185,57.06,3.2,0.787,,118.78.139.158,,,,,,,pop-PUN,IN,Ahmedabad,89.76137354850715,13.526160196585288,,,3,0.0,Enterprise-1G,91092,False,,,0.91,True,e4ddf94a956c4b42aefa0e2aba9081fb,proc-delhi-01
4497bbb4-f15b-48fc-aa92-8bc5d485dcb7,heartbeat,2025-08-20T22:03:51.527657+00:00,2025-08-20T22:21:57.527657+00:00,2025-08-20T22:22:00.527657+00:00,dpi-delhi-02,1.0,sub_af9196d5,ACCT-335420,Enterprise,ENT-GLOBEX,True,r-c650ac,2025-08-20T21:28:51.527657+00:00,2025-08-20T22:26:57.527657+00:00,3G,bng-delhi-04,205.96.95.230,49407,1542.0,,dhcp-868eeb,10.86.46.204,48090,c35:7151:b7b3:23f2:8344:89a:353b:ae9f,48:14:f5:b0:66:63,iOS,Router,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0 Safari/537.36",252.176.49.46,14941,d3d0:af22:61a4:1e27:ea81:8298:1c39:ba51,m.umbrella.in,43979,IN,Bengaluru,nat-55dc46,206.226.7.194,8043,pool-14,cgn-06,DualStack,GRE,SNMP,TLS1.3-CHACHA20,CS5,pol-0392,quarantine,42143718,147551358,115395,413165,1086,35,38,4,12,54.22,11.05,0.113,,24.168.76.58,,,,,,,pop-HYD,IN,Kolkata,69.96050223294776,21.728675044957797,,,0,0.0,Plus-200Mbps,110790,True,,,0.99,True,a22f397d01ec442f9e29390ed3efc158,proc-delhi-01
e4a713d1-9f89-4ce7-9222-5bacf7d892f7,nat_alloc,2025-08-21T05:54:07.527657+00:00,2025-08-21T05:58:53.527657+00:00,2025-08-21T05:58:53.527657+00:00,dpi-blr-02,1.0,sub_94fe7e87,ACCT-658507,Government,ENT-GLOBEX,True,r-ed9e9f,2025-08-21T05:49:07.527657+00:00,2025-08-21T05:59:53.527657+00:00,5G,bng-pune-02,49.75.234.42,57977,1855.0,pppoe-3f2191,dhcp-12e653,172.27.215.56,57594,,fe:a9:d9:c2:bf:b1,iOS,IoT,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0,66.213.170.224,11003,,cdn.contoso.gov,13818,FR,Pune,nat-124da0,213.131.152.180,3359,pool-01,cgn-05,DualStack,UDP,KERBEROS,None,BestEffort,pol-0370,quarantine,28225588,173087230,9683,395782,286,38,3,10,53,51.38,1.26,0.0,,53.60.119.132,NXDOMAIN,,,,,,pop-BLR,IN,Jaipur,88.87270473501869,21.195507011419597,,,0,0.69,Enterprise-1G,81648,False,,,0.9,True,45f9124237a247318a9710526e3e9859,proc-delhi-01
74b6507e-817e-4b22-a616-cd85bce146db,dns_response,2025-08-20T23:19:52.527657+00:00,2025-08-20T23:56:08.527657+00:00,2025-08-20T23:56:09.527657+00:00,dpi-mumbai-03,1.0,sub_6beb5a5f,ACCT-733310,Government,ENT-ACME,True,r-886061,2025-08-20T22:50:52.527657+00:00,2025-08-20T23:58:08.527657+00:00,5G,bng-delhi-03,54.64.229.78,30988,,pppoe-4e67b5,,10.213.229.167,3323,b8a8:a30b:46c9:58a0:33d9:aa2a:8521:c189,34:8e:56:fb:1e:54,macOS,Mobile,curl/8.0.1,183.241.36.30,53719,3b75:5e9c:fe95:efb3:9e25:a93b:6cf:7e1a,cdn.initech.net,15092,JP,Noida,nat-74cca0,53.152.45.79,64382,pool-07,cgn-07,IPv6,GRE,KERBEROS,TLS1.2-AES128-GCM,EF,pol-0327,allow,42915039,97104842,178148,311922,2176,33,10,4,162,66.63,9.57,0.889,,66.79.7.31,,,,,,,pop-DEL,IN,Pune,94.57339411422869,15.150690372135523,,,9,0.98,Pro-500Mbps,107660,False,,,0.99,False,d2c89ad0a642472487974908a28eeee1,proc-blr-01
800357a0-88f5-4748-adb2-132c7cc0be1a,session_end,2025-08-20T23:32:27.527657+00:00,2025-08-20T23:47:20.527657+00:00,2025-08-20T23:47:21.527657+00:00,dpi-hyd-03,1.0,sub_5d0bce51,ACCT-571085,Retail,,True,r-6b191a,2025-08-20T23:12:27.527657+00:00,2025-08-20T23:54:20.527657+00:00,DSL,bng-hyd-01,221.127.89.45,40682,,pppoe-4a6062,dhcp-33ece0,10.158.157.229,7812,f4df:d08b:32ec:1d1d:7adf:9f46:3d33:fe66,6d:7a:08:36:80:d8,Linux,PC,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0,55.18.202.204,31671,9e53:6cca:ea33:78e4:6edb:feb0:7c5c:9885,cdn.contoso.com,48218,NL,Chennai,nat-c026b9,72.59.0.66,43785,pool-02,cgn-06,DualStack,TCP,IMAP,TLS1.3-CHACHA20,AF41,pol-0397,deny,21486496,183428077,78004,78090,893,32,21,9,144,41.07,3.22,0.0,,,,,,919774875295,,,pop-MUM,IN,Gurugram,82.5967569916058,11.570876025925301,,,9,0.0,Pro-500Mbps,117422,True,,,0.93,True,4d6c1890953b4fcb840bfd3245b688ca,proc-delhi-01
db879b96-b9c2-44ca-a89b-8acbcab20bca,session_start,2025-08-21T10:29:08.527657+00:00,2025-08-21T10:36:59.527657+00:00,2025-08-21T10:37:02.527657+00:00,dpi-mumbai-01,1.0,sub_37f048dc,ACCT-396177,Retail,ENT-GLOBEX,True,r-71f671,2025-08-21T09:37:08.527657+00:00,2025-08-21T10:38:59.527657+00:00,WiFi,bng-delhi-03,198.17.253.125,22429,2175.0,pppoe-c4a06f,,172.17.218.166,31737,b7d1:dbc5:b829:6282:9494:aae:d1bd:f015,46:05:63:34:3d:60,Linux,Server,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0,104.8.233.142,52493,,api.hooli.info,15787,SE,Nagpur,nat-072a07,241.91.175.31,46818,pool-18,cgn-04,DualStack,TCP,HTTP,TLS1.2-AES128-GCM,AF11,pol-0459,allow,1954328,63388800,63819,10567,471,28,31,9,154,64.19,2.17,0.0,auth.umbrella.ai,110.237.221.113,,,229942577272527,,,,pop-MUM,IN,Gurugram,73.32740210958723,27.426072234702055,,,0,0.0,Basic-50Mbps,58168,False,,,0.91,True,eb15dcfdd68e418f9d2449753ae5016c,proc-blr-01
aef787a4-3d83-43ee-a07c-aa6c2d3c30cf,nat_release,2025-08-20T23:13:00.527657+00:00,2025-08-20T23:45:27.527657+00:00,2025-08-20T23:45:29.527657+00:00,dpi-mumbai-01,1.0,sub_75c11294,ACCT-247046,Retail,,True,r-62e0f8,2025-08-20T23:08:00.527657+00:00,2025-08-20T23:45:27.527657+00:00,3G,bng-delhi-04,159.125.176.138,26685,1891.0,,dhcp-29ee12,192.168.211.170,56905,c95a:a040:7720:8de9:6636:6d38:8cae:269a,de:44:a2:93:3a:75,Android,IoT,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0,247.20.29.171,38839,,acme.edu,35333,NL,Pune,nat-fe9034,244.148.146.16,35977,pool-08,cgn-09,IPv4,ESP,SMTP,None,AF21,pol-0440,deny,25943030,124464923,171067,97454,1947,34,40,3,71,40.89,5.64,0.945,cdn.umbrella.gov,,REFUSED,,806403978807530,,,,pop-BLR,IN,Kolkata,82.96867443781737,26.2274741317254,,,0,0.68,Plus-200Mbps,186197,False,,,0.98,False,e97cb19771f34d468dde1de5d7121652,proc-mumbai-02
b0102c0b-3cff-45ba-a87d-de24bb823740,dns_response,2025-08-21T10:05:18.527657+00:00,2025-08-21T10:53:35.527657+00:00,2025-08-21T10:53:38.527657+00:00,dpi-mumbai-01,1.0,sub_214603a2,ACCT-341453,Government,ENT-ACME,True,r-5c2e6f,2025-08-21T09:11:18.527657+00:00,2025-08-21T11:00:35.527657+00:00,WiFi,bng-delhi-02,139.137.244.237,49994,576.0,pppoe-b734f6,dhcp-c69725,192.168.211.15,8164,,a6:0d:d7:d2:1b:b8,IoT-Embedded,IoT,curl/8.0.1,40.171.212.41,50187,48e3:1934:f5fd:8e57:a07f:bcf3:1a6f:4d57,api.initech.net,63910,CA,Thane,nat-061ca8,179.205.193.89,14729,pool-13,cgn-09,IPv4,ESP,RTP,None,AF31,pol-0220,allow,14268035,57892537,67233,208037,2897,9,0,10,103,49.13,4.75,1.255,,,,,,,,cell-2961,pop-HYD,IN,Noida,93.32968602522485,13.201766646957983,,,0,0.0,Basic-50Mbps,66065,False,,security_analytics,0.92,True,fb622b998b35421587055501073583e4,proc-delhi-01
